siteid,description,state,latitude,longitude,elevation,timezone,install,horizontal_datum,vertical_datum,vertical_accuracy,elevation_method,tz_offset,active_flag,type,responsibility,agency_region
lelc,LAKE ELDORA; COLORADO,CO,39.93333,-105.6,9700,,,,,0,,,,snotel,,GP
lemon,LEMON RESERVOIR,CO,37.23,-107.39,8148,US/Mountain,,,,0,,,,reservoir,,UC
leopardcreekatnoel,LEOPARD CREEK AT NOEL; CO,CO,38.1017,-107.9228,8700,US/Mountain,,,,0,,,,stream,,UC
ler,LAKE ELWELL SPILLWAY TRANSDUCER; MONTANA,MT,48.31833,-111.09084,,,,,,0,,,,reservoir,MTAO,GP
lerm,LAKE ELWELL AUXILIARY OUTLET BUBBLER; MONTANA,MT,48.31833,-111.09084,,,,,,0,,,,reservoir,,GP
lew,Lewiston Dam; Lake; And Judge Francis Carr Powerplant,CA,40.727,-122.793,1870,US/Pacific,,,,0,,,,reservoir,,MP
lewu,UCC - Lewiston; Utah Weather Station,UT,41.95213333,-111.8690333,1375.8672,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN
lfcbslco,LAKE FORK CREEK BELOW SUGAR LOAF DAM; COLORADO,CO,39.25139,-106.37444,,,,,,0,,,,stream,,GP
lfrm,LAKE FRANCES RESERVOIR; MONTANA,MT,48.26667,-112.2,,,,,,0,,,,reservoir,MTAO,GP
lggu,UCC - Logan Golf; Utah Weather Station,UT,41.73868333,-111.8035333,1465.4784,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN
lgmt,GALLATIN RIVER; LOGAN; MT,MT,45.88445,-111.42667,,,,,,0,,,,stream,,GP
lgwm,LODGE GRASS CREEK ABOVE WILLOW CREEK NEAR WYOLA; MT,MT,45.1275,-107.60027,,,,,,0,,,,stream,,GP
lhdy,LEFTHAND DITCH AT HEADWORKS; NEAR RIVERTON; WY,WY,43.02611,-108.52,,,,,,0,,,,canal,,GP
lhwy,LOWER HANOVER CANAL; WYOMING,WY,43.975,-107.99194,,,,,,0,,,,canal,,GP
libw,Liberty Lake; Washington Weather Station,WA,47.66533,-117.087208,632,US/Pacific,11/18/2014,,m,0,agrimet_map,,,agrimet,pnro,PN
lidw,Lind; Washington AgriMet Weather Station,WA,46.86722,-118.73944,449.58,US/Pacific,5/1/1983,,m,0,agrimet_map,,,agrimet,pnro,PN
lightnercreekneardurango,LIGHTNER CREEK NEAR DURANGO; CO.,CO,37.6039,-107.8931,6533.95,US/Mountain,,,,0,,,,stream,,UC
lightninglakeswe,LIGHTNING LAKE,UT,40.7167,-110.75,10500,US/Mountain,,,,0,,,,snotel,,UC
lightningridgeswe,LIGHTNING RIDGE,UT,41.358,-111.4875,8215,US/Mountain,,,,0,,,,snotel,,UC
lilylakeswe,LILY LAKE,UT,40.8667,-110.8,9050,US/Mountain,,,,0,,,,snotel,,UC
lilypondswe,LILY POND,CO,37.3833,-106.5333,11000,US/Mountain,,,,0,,,,snotel,,UC
limecreeknearsilverton,LIME CREEK NEAR SILVERTON; CO.,CO,37.6781,-107.7503,9050,US/Mountain,,,,0,,,,stream,,UC
limr,LIMA RESV. UPSTREAM OF CLARK CANYON RESV.; MONTANA,MT,44.65611,-112.37056,,,,,,0,,,,reservoir,MTAO,GP
lingrrco,LINCOLN CREEK BLW GRIZZLY RESERVOIR; CO,CO,39.06889,-106.61028,,,,,,0,,,,stream,,GP
lireneco,LAKE IRENE; COLORADO,CO,40.41667,-105.81667,10680,,,,,0,,,,snotel,,GP
littlebearswe,LITTLE BEAR,UT,41.4,-111.8167,6550,US/Mountain,,,,0,,,,snotel,,UC
littlecoloradoriverabvmouthnrdesertview,Little Colorado River Abv Mouth NR Desert View; AZ,AZ,36.1953,-111.7764,,US/Mountain,,,,0,,,,stream,,LC
littlecoloradorivernearcameron,Little Colorado River Near Cameron; Az,AZ,35.9264,-111.5667,,US/Mountain,,,,0,,,,stream,,LC
littlegrassyswe,LITTLE GRASSY,UT,37.4833,-113.85,6100,US/Mountain,,,,0,,,,snotel,,UC
littlenavajorbllosodivdam,LITTLE NAVAJO R BL OSO DIV DAM; NR CHROMO;,CO,37.0753,-107.1894,7756.1,US/Mountain,,,,0,,,,stream,,UC
littlenavajoriveratchromo,LITTLE NAVAJO RIVER AT CHROMO; CO.,CO,37.0456,-106.8425,7293.52,US/Mountain,,,,0,,,,stream,,UC
littleosodiversion,LITTLE OSO DIVERSION NR CHROMO,CO,37.0756,-106.8106,,US/Mountain,,,,0,,,,diversion,,UC
littlesnakerivernearlily,LITTLE SNAKE RIVER NEAR LILY; CO,CO,40.5472,-108.4236,5685,US/Mountain,,,,0,,,,stream,,UC
littlesnakerivernearslaterco,LITTLE SNAKE RIVER NEAR SLATER CO.,CO,40.9994,-107.1428,6831,US/Mountain,,,,0,,,,stream,,UC
lizardheadpassswe,LIZARD HEAD PASS,CO,37.8,-107.9333,10200,US/Mountain,,,,0,,,,snotel,,UC
lkcturco,LAKE FORK CREEK ABOVE TURQUOISE RESERVOIR; CO,CO,39.26972,-106.39444,,,,,,0,,,,stream,,GP
lkvy,LAKE VIEW CANAL; SOUTH FORK SHOSHONE; WYOMING,WY,43.23167,-108.89444,,,,,,0,,,,canal,,GP
llc,Colorado River Below Laguna,AZ,32.8122,-114.5142,130.1,US/Mountain,,,,0,,,,stream,,YAO
lmhm,LEMHI RIDGE; MONTANA,MT,44.98333,-113.43333,8100,,,,,0,,,,snotel,,GP
lmmm,LOWER MUSSELSHELL WEATHER STATION NEAR MELSTONE; MT,MT,46.56278,-108.00584,2950,,,,,0,,,,agrimet,,GP
lmne,LAKE MINATARE RESERVOIR; NEBRASKA,NE,41.91833,-103.48861,,,,,,0,,,,reservoir,WYAO,GP
lmnracottonwood,Lake Mead National Recreation Area; NV. Lake Mohave / Cottonwood,NV,35.4,-114.75,,US/Pacific,,,,0,,,,diversion,,LC
lmnralkmead,Lake Mead National Recreation Area; NV.  Lake Mead,NV,36.05,-114.8,,US/Pacific,,,,0,,,,diversion,,LC
lmnralkmohave,Lake Mead National Recreation Area; AZ. Lake Mohave,AZ,35.5,-114.7,,US/Mountain,,,,0,,,,diversion,,LC
lmnratemplebar,Lake Mead National Recreation Area; AZ. Lake Mead /Temple Bar,AZ,36.1,-114.3,,US/Mountain,,,,0,,,,diversion,,LC
lofi,INL - Specific Manufacturing Capability; Idaho,ID,43.859767,-112.730267,1571.52231,US/Mountain,,,ft,0,,,,agrimet,noaa,PN
lomt,POWDER RIVER AT LOCATE; MONTANA,MT,46.43333,-105.3,,,,,,0,,,,stream,,GP
loneconeswe,LONE CONE,CO,37.9,-108.1833,9600,US/Mountain,,,,0,,,,snotel,,UC
longvalleyjctswe,LONG VALLEY JCT,UT,37.4833,-112.5167,7360,US/Mountain,,,,0,,,,snotel,,UC
lookoutpeakswe,LOOKOUT PEAK,UT,40.8333,-110.7167,8200,US/Mountain,,,,0,,,,snotel,,UC
loomisparkswe,LOOMIS PARK,WY,43.1667,-110.1333,8240,US/Mountain,,,,0,,,,snotel,,UC
lori,Snake River at Lorenzo; ID,ID,43.73536074,-111.8781013,4856,US/Mountain,00:00.0,13038500,ft,0,Bill_KML,,,stream,usgs/pnro,PN
loro,Lorella; Oregon AgriMet Weather Station,OR,42.07777,-121.22416,1267.97,US/Pacific,4/1/2001,,m,0,agrimet_map,,,agrimet,pnro,PN
lospinosriveratlaboca,LOS PINOS RIVER AT LA BOCA; CO.,CO,37.0094,-107.5989,6143.58,US/Mountain,,,,0,,,,stream,,UC
lospinosriverblovallecresnrbayfield,LOS PINOS RIVER BLO VALLEC RES NR BAYFIELD; CO,CO,37.3736,-107.5806,7415,US/Mountain,,,,0,,,,stream,,UC
lospinosrivernearbayfield,LOS PINOS RIVER NEAR BAYFIELD; CO.,CO,37.3828,-107.5769,7582.54,US/Mountain,,,,0,,,,stream,,UC
lospinosriverneariganacio,LOS PINOS RIVER NEAR IGANACIO; CO,CO,37.1661,-107.5825,6630,US/Mountain,,,,0,,,,stream,,UC
lospinosrivernearortiz,LOS PINOS RIVER NEAR ORTIZ,CO,36.9822,-106.0731,8040,US/Mountain,,,,0,,,,stream,,UC
lostcanyoncreekneardolores,LOST CANYON CREEK NEAR DOLORES; COLORADO,CO,37.4461,-108.4686,7030,US/Mountain,,,,0,,,,stream,,UC
lostcreek,LOST CREEK RESERVOIR,UT,41.1105,-111.24,6005,US/Mountain,,,,0,,,,reservoir,,UC
lostdogswe,LOST DOG,CO,40.8167,-106.7667,9320,US/Mountain,,,,0,,,,snotel,,UC
louismeadowswe,LOUIS MEADOW,UT,40.83,-111.7646,6700,US/Mountain,,,,0,,,,snotel,,UC
lovlndco,LOVELAND BASIN; COLORADO,CO,39.66361,-105.87862,11990,,,,,0,,,,snotel,,GP
lowercoloradoriverdamsprojectdavisdam,Lower Colorado River Dams Project (Davis Dam),AZ,35.2,-114.57,,US/Mountain,,,,0,,,,diversion,,LC
lowerwillowcreekaboveheronreservoir,LOWER WILLOW CREEK ABOVE HERON RESERVOIR,NM,36.7425,-106.6261,,US/Mountain,,,,0,,,,stream,,UC
lply,LITTLE POPO AGIE RIVER NEAR LANDER; WYOMING,WY,42.71667,-108.64278,,,,,,0,,,,stream,,GP
lppwcm,LITTLE PRICKLY PEAR CREEK AT WOLF CREEK; MONTANA,MT,47.00528,-112.06944,,,,,,0,,,,stream,,GP
lppy,LAPRELE CREEK; WYOMING,WY,42.43333,-105.86667,8375,,,,,0,,,,snotel,,GP
lpwy,LUCERNE PUMPS (UPPER AND LOWER); WYOMING,WY,43.69722,-108.17972,,,,,,0,,,,canal,,GP
ltr,LAKE TSCHIDA (HEART BUTTE); NORTH DAKOTA,ND,46.59666,-101.80945,,,,,,0,,,,reservoir,DKAO,GP
ltwy,LITTLE WARM; WYOMING,WY,43.83333,-110.25,9370,,,,,0,,,,snotel,,GP
lvabks,COURTLAND CANAL INLET TO LOVEWELL RESERVOIR; KS,KS,39.90556,-98.025,,,,,,0,,,,diversion,,GP
lvks,LOVEWELL DAM; KANSAS,KS,39.88445,-98.02806,,,,,,0,,,,reservoir,NKAO,GP
lvrm,LAKEVIEW RIDGE; MONTANA,MT,44.58333,-111.83334,7400,,,,,0,,,,snotel,,GP
lwoi,Little Wood River above High Five Creek; ID,ID,43.49306,-114.05723,5320,US/Mountain,00:00.0,13147900,ft,0,Bill_KML,,,stream,usgs/pnro,PN
lwrv,LITTLE WIND RIVER NEAR RIVERTON; WYOMING,WY,42.9975,-108.37473,,,,,,0,,,,stream,,GP
lwtm,LOWER TWIN; MONTANA,MT,45.5,-111.91666,7900,,,,,0,,,,snotel,,GP
lwwy,SO FK LTL WIND R AB WASHAKIE RES NR FT WASHAKIE; WY,WY,42.96833,-109.03694,,,,,,0,,,,stream,,GP
lynxpassswe,LYNX PASS,CO,40.0833,-106.6667,8880,US/Mountain,,,,0,,,,snotel,,UC
macm,MARIAS RIVER AT HWY 223 BRIDGE NEAR CHESTER; MONTANA,MT,48.26,-110.89166,,,,,,0,,,,stream,,GP
mali,Malta; Idaho AgriMet Weather Station,ID,42.4375,-113.41388,1344.17,US/Mountain,6/1/1983,,m,0,agrimet_map,,,agrimet,pnro,PN
mammothcottonwoodswe,MAMMOTH-COTTONWOOD,UT,39.6833,-111.3167,8800,US/Mountain,,,,0,,,,snotel,,UC
mamt,MADISON RIVER AT MCALLISTER; MT,MT,45.44445,-111.73139,,,,,,0,,,,stream,,GP
mancosriverbelowjohnsoncanyonnrcortez,MANCOS RIVER BELOW JOHNSON CANYON NR CORTEZ;,CO,37.0992,-108.4656,0,US/Mountain,,,,0,,,,stream,,UC
mancosrivernearcortez,MANCOS RIVER NEAR CORTEZ; CO.,CO,37.1078,-108.4633,5685,US/Mountain,,,,0,,,,stream,,UC
mancosrivernearmancos,MANCOS RIVER NEAR MANCOS; COLORADO,CO,37.3572,-108.2542,7235,US/Mountain,,,,0,,,,stream,,UC
mancosriverneartowaoc,MANCOS RIVER NEAR TOWAOC; CO.,CO,37.0275,-108.7408,5055.98,US/Mountain,,,,0,,,,stream,,UC
mancosswe,MANCOS,CO,37.4167,-108.1833,10000,US/Mountain,,,,0,,,,snotel,,UC
manm,MANY GLACIER; MONTANA,MT,48.8,-113.66666,4900,,,,,0,,,,snotel,,GP
marditco,MARION DITCH NR LEADVILLE; COLORADO,CO,39.24805,-106.27084,,,,,,0,,,,diversion,,GP
mari,MARIAS RIVER NEAR CHESTER; MONTANA,MT,48.30583,-111.07889,,,,,,0,,,,stream,,GP
marinecorpsairstationyuma,Marine Corps Air Station (Yuma),AZ,32.88,-114.46,,US/Mountain,,,,0,,,,diversion,,LC
marm,MARIAS RIVER NEAR SHELBY; MONTANA,MT,48.42722,-111.88889,,,,,,0,,,,stream,,GP
marylaco,MARYS LAKE; COLORADO,CO,40.37639,-105.48499,,,,,,0,,,,reservoir,,GP
marysr,MARYS LAKE; COLORADO,CO,40.34611,-105.53084,,,,,,0,,,,reservoir,ECAO,GP
masw,Manson; Washington AgriMet Weather Station,WA,47.91694,-120.12444,601.07,US/Pacific,11/3/1993,,m,0,agrimet_map,,,agrimet,pnro,PN
matm,MALTA MONTANA WEATHER STATION,MT,48.37361,-107.77639,2270,,,,,0,,,,agrimet,,GP
mbgt,MIDDLE CONCHO RIVER NR BARNHART (HWY 163); TEXAS,TX,31.43333,-101.1,,,,,,0,,,,stream,,GP
mbow,MED BOW; WYOMING,WY,41.63334,-106.58334,10500,,,,,0,,,,snotel,,GP
mbwy,MEDICINE BOW RVR ABV SEMINOE RESERVOIR NR HANNA; WY,WY,42.00972,-106.5125,,,,,,0,,,,stream,,GP
mcabne,MEDICINE CREEK ABOVE HARRY STRUNK LAKE; NEBRASKA,NE,40.50278,-100.32222,,,,,,0,,,,stream,,GP
mcarne,MUDDY CREEK AT ARAPAHOE; NEBRASKA,NE,40.30639,-99.91139,,,,,,0,,,,stream,,GP
mcblne,MEDICINE CREEK BELOW HARRY STRUNK LAKE; NEBRASKA,NE,40.37139,-100.22195,,,,,,0,,,,stream,,GP
mcclurepassswe,MC CLURE PASS,CO,39.1333,-107.2833,9500,US/Mountain,,,,0,,,,snotel,,UC
mccm,MILK RIVER AT CREE CROSSING; MONTANA,MT,48.54028,-107.51945,,,,,,0,,,,stream,,GP
mccoyparkswe,MCCOY PARK,CO,39.604,-106.5413,9480,US/Mountain,,,,0,,,,snotel,,UC
mcculloughspdiversionnearhoosierpass,MCCULLOUGH-SP-DIVERSION NEAR HOOSIER PASS; CO.,CO,39.3807,-106.0719,,US/Mountain,,,,0,,,,diversion,,UC
mcdh,MCGEE CREEK DAM; OKLAHOMA,OK,34.31445,-95.875,,,,,,0,,,,reservoir,OTAO,GP
mcelmocreekabovealkalicanyon,MCELMO CREEK ABOVE ALKALI CANYON; NR CORTEZ;,CO,37.3272,-108.6486,5750,US/Mountain,,,,0,,,,stream,,UC
mcelmocreekbelowcortez,MCELMO CREEK BELOW CORTEZ; CO.,CO,37.3406,-108.8053,5430,US/Mountain,,,,0,,,,stream,,UC
mcelmocreeknearbluff,MCELMO CREEK NEAR BLUFF; UTAH,UT,37.2167,-109.1833,4475,US/Mountain,,,,0,,,,stream,,UC
mcelmocreeknearcoloradoutahstateline,MCELMO CREEK NEAR COLORADO-UTAH STATE LINE,CO,37.3242,-109.015,4890,US/Mountain,,,,0,,,,stream,,UC
mcelmocreeknearcortez,MCELMO CREEK NEAR CORTEZ; CO.,CO,37.3228,-108.6725,5700,US/Mountain,,,,0,,,,stream,,UC
mcne,MIRDAN CANAL; VIRGINIA SMITH DAM; NEBRASKA,NE,41.82389,-99.21111,,,,,,0,,,,canal,,GP
mcphee,MCPHEE RESERVOIR,CO,37.3431,-108.3438,6924,US/Mountain,,,,0,,,,reservoir,,UC
mcpm,MUDDY CREEK NEAR POWER; MT,MT,48.18444,-112.20139,,,,,,0,,,,stream,,GP
mcudivco,MIDDLE CUNNINGHAM DIVERSION/BYPASS; COLORADO,CO,39.32861,-106.55222,,,,,,0,,,,diversion,,GP
mcvm,MUDDY CREEK AT VAUGHN; MONTANA,MT,47.56166,-111.5425,,,,,,0,,,,stream,,GP
mcwh,MCGEE CREEK WILDLIFE AREA; OKLAHOMA,OK,34.41667,-95.88333,576,,,,,0,,,,weather,,GP
mcwy,MUDDY CREEK NEAR SHOSHONI; WYOMING,WY,43.28611,-108.275,,,,,,0,,,,stream,,GP
mddw,MIDDLE POWDER; WYOMING,WY,43.63334,-107.18333,7760,,,,,0,,,,snotel,,GP
mdeo,Moody Farms East Satellite; Oregon Weather Station,OR,44.87789,-121.07621,399,US/Pacific,9/10/2013 0:00,,ft,0,,,,agrimet,pnro,PN
mdfo,Medford; Oregon AgriMet Weather Station,OR,42.33111,-122.93777,408.43,US/Pacific,5/1/1989,,m,0,agrimet_map,,,agrimet,pnro,PN
mdki,INL - Minidoka;  Idaho Weather Station,ID,42.804417,-113.58965,1306.068,US/Mountain,,,m,0,agrimet_map,,,agrimet,noaa,PN
mdne,MEEKER - DRIFTWOOD CANAL; NEBRASKA,NE,40.15139,-101.05833,,,,,,0,,,,canal,,GP
mdno,Moody Farms North Satellite; Oregon Weather Station,OR,44.87365,-121.06748,402,US/Pacific,9/10/2013 0:00,,ft,0,,,,agrimet,pnro,PN
mdpm,MADISON PLATEAU; MONTANA,MT,44.58333,-111.11667,7750,,,,,0,,,,snotel,,GP
mdso,Moody Farms South Satellite; Oregon Weather Station,OR,44.86472,-121.06508,426,US/Pacific,9/10/2013 0:00,,ft,0,,,,agrimet,pnro,PN
mdto,Moody Farms West Satellite; Oregon Weather Station,OR,44.86941,-121.07948,384,US/Pacific,9/10/2013 0:00,,ft,0,,,,agrimet,pnro,PN
mdwne,MEEKER - DRIFTWOOD CANAL; WASTEWAY; NEBRASKA,NE,40.19639,-100.49139,,,,,,0,,,,canal,,GP
mdxo,Moody Farms Control Station; Oregon Weather Station,OR,44.86912,-121.0683,391,US/Pacific,9/9/2013,,m,0,agrimet_map,,,agrimet,pnro,PN
medanopassswe,MEDANO PASS,CO,37.8561,-105.4361,9620,US/Mountain,,,,0,,,,snotel,,UC
meekscabin,MEEKS CABIN RESERVOIR,WY,41.0134,-110.3446,8685.7,US/Mountain,,,,0,,,,reservoir,,UC
melm,BIG HOLE RIVER NEAR MELROSE; MT,MT,45.52666,-112.70083,,,,,,0,,,,stream,,GP
merchantvalleyswe,MERCHANT VALLEY,UT,38.3,-112.4333,8750,US/Mountain,,,,0,,,,snotel,,UC
mesalakesswe,MESA LAKES,CO,39.05,-108.0833,10000,US/Mountain,,,,0,,,,snotel,,UC
mfbm,MISSOURI RIVER AT FORT BENTON; MT,MT,47.8175,-110.66639,,,,,,0,,,,stream,,GP
mfpm,MISSOURI RIVER BELOW FORT PECK DAM; MT,MT,48.04417,-106.35583,,,,,,0,,,,stream,,GP
mgfm,MISSOURI RIVER NEAR GREAT FALLS; MT,MT,47.58444,-111.05972,,,,,,0,,,,stream,,GP
mgne,MITCHELL GERING CANAL NEAR STATE LINE; NEBRASKA,NE,41.98278,-104.05778,,,,,,0,,,,canal,,GP
mhvm,MILK RIVER AT HAVRE; MONTANA,MT,48.56389,-109.695,,,,,,0,,,,stream,,GP
middivco,MIDWAY CREEK DIVERSION/BYPASS; COLORADO,CO,39.185,-106.68584,,,,,,0,,,,diversion,,GP
middlecreekswe,MIDDLE CREEK,CO,37.6167,-107.0333,11250,US/Mountain,,,,0,,,,snotel,,UC
middleforkcampswe,MIDDLE FORK CAMP,CO,39.796,-106.0273,9000,US/Mountain,,,,0,,,,snotel,,UC
middleforkpiedrariverneardyke,MIDDLE FORK PIEDRA RIVER NEAR DYKE; CO.,CO,37.4528,-107.1758,7845,US/Mountain,,,,0,,,,stream,,UC
middleforkpiedrarivernrpagosasprings,MIDDLE FORK PIEDRA RIVER NR PAGOSA SPRINGS;,CO,37.4867,-107.1628,8210,US/Mountain,,,,0,,,,stream,,UC
middlemancosrivernearmancos,MIDDLE MANCOS RIVER NEAR MANCOS; CO.,CO,37.3739,-108.23,7500,US/Mountain,,,,0,,,,stream,,UC
midwayvalleyswe,MIDWAY VALLEY,UT,37.5667,-112.8333,9800,US/Mountain,,,,0,,,,snotel,,UC
mil,Milner Dam and Reservoir; Idaho,ID,42.52389407,-114.0376039,4123,US/Mountain,00:00.0,,ft,0,cma_google,,,reservoir,pnro,PN
milfn,Millerton Lake Full Natural Inflow,CA,37.001,-119.705,581,US/Pacific,,,,0,,,,stream,,MP
milfrnt,Millerton Lake; Friant Dam; Madera And Friant Kern Canals,CA,37.001,-119.705,581,US/Pacific,,,,0,,,,reservoir,,MP
mili,Snake River at Milner; Idaho,ID,42.52814589,-114.0183847,4063,US/Mountain,00:00.0,13087995,ft,0,Bill_KML,,,stream,usgs/pnro,PN
milldnorthswe,MILL-D NORTH,UT,40.65,-111.6333,8960,US/Mountain,,,,0,,,,snotel,,UC
min,Minidoka Dam and Lake Walcott; ID,ID,42.67083,-113.48333,4200,US/Mountain,00:00.0,,ft,0,cma_google,,,reservoir,pnro,PN
mine,LAKE MINATARE RESERVOIR (INFLOW); NEBRASKA,NE,41.94861,-103.515,,,,,,0,,,,canal,,GP
mineralcreekabovesilverton,MINERAL CREEK ABOVE SILVERTON; CO.,CO,37.8511,-107.7253,9980,US/Mountain,,,,0,,,,stream,,UC
mineralcreekatsilverton,MINERAL CREEK AT SILVERTON; CO,CO,37.8028,-107.6722,9245.98,US/Mountain,,,,0,,,,stream,,UC
mineralcreeknearsilverton,MINERAL CREEK NEAR SILVERTON; CO.,CO,37.7975,-107.6947,9399.04,US/Mountain,,,,0,,,,stream,,UC
mineralcreekswe,MINERAL CREEK,CO,37.85,-107.7333,10040,US/Mountain,,,,0,,,,snotel,,UC
mini,Snake River near Minidoka; ID,ID,42.67289753,-113.5003366,4132,US/Mountain,00:00.0,13081500,ft,0,Bill_KML,,,stream,usgs/pnro,PN
minnesotacreeknearpaonia,MINNESOTA CREEK NEAR PAONIA,CO,38.87,-107.5036,,US/Mountain,,,,0,,,,stream,,UC
miscellaneousandchecksumnevada,Miscellaneous and Check Sum - Nevada,NV,35.1,-114.6,,US/Pacific,,,,0,,,,diversion,,LC
miscellaneousothersandsumcheckarizona,Miscellaneous Others and Sum Check - Arizona,AZ,33.7,-114.3,,US/Mountain,,,,0,,,,diversion,,LC
miscellaneousothersandsumcheckca,Miscellaneous Others and Sum Check - CA,CA,32.7,-114.5,,US/Pacific,,,,0,,,,diversion,,LC
mlkacct,MILK RIVER NATURAL FLOW ACCOUNTING; MONTANA,MT,48.8,-114,,,,,,0,,,,stream,,GP
mllc,Colorado River at Martinez Gage,AZ,32.9964,-114.4892,188,US/Mountain,,,,0,,,,stream,,YAO
mls,YELLOWSTONE RIVER AT MILES CITY; MT,MT,46.42167,-105.86056,,,,,,0,,,,stream,,GP
mlto,TONGUE RIVER AT MILES CITY; MT,MT,46.34555,-105.80278,,,,,,0,,,,stream,,GP
mlwlc,Mitry Lake at Laguna Dam,AZ,32.8292,-114.495,151.3,US/Mountain,,,,0,,,,reservoir,,YAO
mnpi,Montpelier; Idaho Weather Station,ID,42.25452,-111.33773,1823,US/Mountain,,,m,0,agrimet_map,,,agrimet,pnro,PN
mnpm,MONUMENT PEAK; MONTANA,MT,45.21667,-110.23333,8850,,,,,0,,,,snotel,,GP
mnru,Monroe; Utah AgriMet Weather Station,UT,38.634188,-112.157598,1648,US/Mountain,3/11/2015,,m,0,agrimet_map,,,agrimet,pnro,PN
mnti,Monteview; Idaho Weather Station,ID,44.015,-112.5358333,1480,US/Mountain,10/15/1995,,m,0,agrimet_map,,,agrimet,pnro,PN
mnvm,MUDDY CREEK NEAR VAUGHN; MONTANA,MT,47.625,-111.63472,,,,,,0,,,,stream,,GP
moan,DRI - Moapa Valley; Nevada Weather Station,NV,36.569722,-114.458889,398.6784,US/Pacific,2/10/2010,,m,0,agrimet_map,,,agrimet,dri,PN
moffatwatertunnelateastportal,MOFFAT WATER TUNNEL AT EAST PORTAL,CO,39.9044,-105.6458,,US/Mountain,,,,0,,,,diversion,,UC
mohavevalleyirrigationdistrict,Mohave Valley Irrigation District,AZ,35,-114.7,,US/Mountain,,,,0,,,,diversion,,LC
mohavewaterconservationdistrict,Mohave Water Conservation District,AZ,35.2,-114.57,,US/Mountain,,,,0,,,,diversion,,LC
moki,MOOSE CREEK; IDAHO,ID,45.66667,-113.95,6200,,,,,0,,,,snotel,,GP
molaslakeswe,MOLAS LAKE,CO,37.75,-107.6833,10500,US/Mountain,,,,0,,,,snotel,,UC
mone,LAKE MINATARE RESERVOIR (OUTFLOW); NEBRASKA,NE,41.91611,-103.49194,,,,,,0,,,,canal,,GP
montecristodiversionnearhoosierpass,MONTE CRISTO DIVERSION NEAR HOOSIER PASS; CO.,CO,39.3807,-106.0719,,US/Mountain,,,,0,,,,diversion,,UC
montecristoswe,MONTE CRISTO,UT,41.4667,-111.5,8960,US/Mountain,,,,0,,,,snotel,,UC
montezumacreekatgolfcourseatmonticello,MONTEZUMA CREEK AT GOLF COURSE AT MONTICELLO,UT,37.8606,-109.3417,6900,US/Mountain,,,,0,,,,stream,,UC
moonlake,MOON LAKE RESERVOIR,UT,40.3343,-110.2921,8137,US/Mountain,,,,0,,,,reservoir,,UC
mordivco,MORMON DIVERSION/BYPASS; COLORADO,CO,39.35528,-106.53389,,,,,,0,,,,diversion,,GP
morrowpoint,MORROW POINT RESERVOIR,CO,38.4517,-107.5367,7160,US/Mountain,,,,0,,,,reservoir,,UC
morrowpointplant,MORROW POINT RESERVOIR POWER PLANT,CO,38.451118,-107.538803,,US/Mountain,,,,0,,,,powerplant,,UC
morweaco,MORMON CONTROL HOUSE WEATHER STATION; COLORADO,CO,39.35528,-106.53389,10090,,,,,0,,,,weather,,GP
mosbymtnswe,MOSBY MTN.,UT,40.6167,-109.8833,9500,US/Mountain,,,,0,,,,snotel,,UC
mpwy,MIDDLE POPO AGIE RVR BLW SINKS NR LANDER; WYOMING,WY,42.75722,-108.79861,,,,,,0,,,,stream,,GP
mrcm,MADISON RIVER AT KIRBY RANCH NEAR CAMERON; MT,MT,44.88945,-111.57944,,,,,,0,,,,stream,,GP
mrdm,MILK RIVER AT DODSON; MONTANA,MT,48.40306,-108.29305,,,,,,0,,,,stream,,GP
mrec,MILK RIVER AT EASTERN CROSSING OF INTNATL BOUNDARY,MT,48.98472,-110.47083,,,,,,0,,,,stream,,GP
mrhm,MILK RIVER NEAR HARLEM; MONTANA,MT,48.47278,-108.75777,,,,,,0,,,,stream,,GP
mrlm,MARIAS RIVER NEAR LOMA; MONTANA,MT,47.93306,-111.51723,,,,,,0,,,,stream,,GP
mrmm,MILK RIVER AT MALTA; MT,MT,48.36166,-107.86278,,,,,,0,,,,stream,,GP
mrmr,MILK RIVER AT MILK RIVER; ALBERTA,MT,49.14361,-112.07889,,,,,,0,,,,stream,,GP
mrne,MERRITT DAM; NEBRASKA,NE,42.635,-100.87222,,,,,,0,,,,reservoir,NKAO,GP
mrqy,MARQUETTE; WYOMING,WY,44.3,-109.23333,8760,,,,,0,,,,snotel,,GP
mrso,Madras; Oregon AgriMet Weather Station,OR,44.68,-121.14861,743.71,US/Pacific,5/1/1984,,m,0,agrimet_map,,,agrimet,pnro,PN
mrtm,MILK RIVER AT TAMPICO; MT,MT,48.30806,-106.82195,,,,,,0,,,,stream,,GP
mrwc,MILK RIVER @ WESTERN CROSSING OF INTL BOUNDARY; MT,MT,49.0075,-112.545,,,,,,0,,,,stream,,GP
msvn,DRI - Mason Valley WMA; Nevada Weather Station,NV,39.106667,-119.147222,1318.8696,US/Pacific,4/10/2011,,m,0,agrimet_map,,,agrimet,dri,PN
mtelfbco,MOUNT ELBERT FOREBAY; CO,CO,39.10222,-106.35333,,,,,,0,,,,reservoir,ECAO,GP
